id,title,venue_name,venue_ids,author
meta:br/06101332442 doi:10.1038/ncomms5756,Superconductivity And Phase Instability Of NH3-free Na-intercalated FeSe1-zSz,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Guo, Jiangang; Lei, Hechang; Hayashi, Fumitaka; Hosono, Hideo"
meta:br/06101332975 doi:10.1016/j.molcel.2014.02.012,The Cdk/Cdc14 Module Controls Activation Of The Yen1 Holliday Junction Resolvase To Promote Genome Stability,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Eissler, Christie L.; Mazón, Gerard; Powers, Brendan L.; Savinov, Sergey N.; Symington, Lorraine S.; Hall, Mark C"
meta:br/06101332935 doi:10.1016/j.molcel.2014.03.023,Fragile X Mental Retardation Protein Regulates Translation By Binding Directly To The Ribosome,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Chen, Eileen; Sharma, Manjuli R.; Shi, Xinying; Agrawal, Rajendra K.; Joseph, Simpson"
meta:br/06101332221 doi:10.1038/ncomms5913,Vibrio Cholerae Use Pili And Flagella Synergistically To Effect Motility Switching And Conditional Surface Attachment,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Utada, Andrew S.; Bennett, Rachel R; Fong, Jiunn C. N.; Gibiansky, Maxsim L.; Yildiz, Fitnat H.; Golestanian, Ramin; Wong, Gerard C. L."
meta:br/06101332850 doi:10.1016/j.molcel.2014.05.021,"WIPI2 Links LC3 Conjugation With PI3P, Autophagosome Formation, And Pathogen Clearance By Recruiting Atg12–5-16L1",Molecular Cell,meta:br/0623032125 issn:1097-2765,"Dooley, Hannah C.; Razi, Minoo; Polson, Hannah E.J.; Girardin, Stephen E.; Wilson, Michael I.; Tooze, Sharon"
meta:br/06101332645 doi:10.1016/j.molcel.2014.12.034,An mTORC1-Mdm2-Drosha Axis For miRNA Biogenesis In Response To Glucose- And Amino Acid-Deprivation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Ye, Peiying; Liu, Yu; Chen, Chong; Tang, Fei; Wu, Qi; Wang, Xiang; Liu, Chang-Gong; Liu, Xiuping; Liu, Runhua; Liu, Yang; Zheng, Pan"
meta:br/06101332959 doi:10.1016/j.molcel.2014.02.028,Largen: A Molecular Regulator Of Mammalian Cell Size Control,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yamamoto, Kazuo; Gandin, Valentina; Sasaki, Masato; McCracken, Susan; Li, Wanda; Silvester, Jennifer Liepa; Elia, Andrew J.; Wang, Feng; Wakutani, Yosuke; Alexandrova, Roumiana; Oo, Yathor D; Mullen, Peter J.; Inoue, Satoshi; Itsumi, Momoe; Lapin, Valentina; Haight, Jillian; Wakeham, Andrew; Shahinian, Arda; Ikura, Mitsuhiko; Topisirovic, Ivan; Sonenberg, Nahum; Mak, Tak W."
meta:br/06101332299 doi:10.1038/ncomms5533,Integrin-linked Kinase Mediates Force Transduction In Cardiomyocytes By Modulating SERCA2a/PLN Function,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Traister, Alexandra; Li, Mark; Aafaqi, Shabana; Lu, Mingliang; Arab, Sara; Radisic, Milica; Gross, Gil; Guido, Fiorella; Sherret, John; Verma, Subodh; Slorach, Cameron; Mertens, Luc; Hui, Wei; Roy, Anna; Delgado-Olguín, Paul; Hannigan, Gregory; Maynes, Jason T.; Coles, John G."
meta:br/06101332372 doi:10.1038/ncomms5853,Critical Speeding-Up In The Magnetoelectric Response Of Spin-Ice Near Its Monopole Liquid–Gas Transition,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Grams, Christoph P.; Valldor, Martin; Garst, Markus; Hemberger, Joachim"
meta:br/06101332441 doi:10.1038/ncomms5771,Reversible Control Of Spin-Polarized Supercurrents In Ferromagnetic Josephson Junctions,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Banerjee, N.; Robinson, J.W.A.; Blamire, Mark"
meta:br/06101332939 doi:10.1016/j.molcel.2014.03.016,Binding Of OTULIN To The PUB Domain Of HOIP Controls NF-κB Signaling,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Schaeffer, Veronique; Akutsu, Masato; Olma, Michael H.; Gomes, Ligia C.; Kawasaki, Masato; Dikic, Ivan"
meta:br/06101332064 doi:10.1038/ncomms6029,Epistatic Interactions Between Neuraminidase Mutations Facilitated The Emergence Of The Oseltamivir-Resistant H1N1 Influenza Viruses,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Duan, Susu; Govorkova, Elena; Bahl, Justin; Zaraket, Hassan; Baranovich, Tatiana; Seiler, Patrick; Prevost, Kristi; Webster, Robert G.; Webby, Richard J."
meta:br/06101332909 doi:10.1016/j.molcel.2014.03.043,A Role For WDR5 In Integrating Threonine 11 Phosphorylation To Lysine 4 Methylation On Histone H3 During Androgen Signaling And In Prostate Cancer,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kim, Ji-Young; Banerjee, Taraswi; Vinckevicius, Aurimas; Luo, Qianyi; Parker, J. Brandon; Baker, Mairead R.; Radhakrishnan, Ishwar; Wei, Jian-Jun; Barish, Grant D.; Chakravarti, Debabrata"
meta:br/06101332955 doi:10.1016/j.molcel.2014.03.020,Dephosphorylation Enables The Recruitment Of 53BP1 To Double-Strand DNA Breaks,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Lee, Dong-Hyun; Acharya, Sanket S.; Kwon, Mijung; Drane, Pascal; Guan, Yinghua; Adelmant, Guillaume; Kalev, Peter; Shah, Jagesh; Pellman, David; Marto, Jarrod A.; Chowdhury, Dipanjan"
meta:br/06101332832 doi:10.1016/j.molcel.2014.06.006,Destabilizing LSD1 By Jade-2 Promotes Neurogenesis: An Antibraking System In Neural Development,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Han, Xiao; Gui, Bin; Xiong, Cong; Zhao, Linnan; Liang, Jing; Sun, Luyang; Yang, Xiaohan; Yu, Wenhua; Si, Wenzhe; Yan, Ruorong; Yi, Xia; Zhang, Di; Li, Wanjin; Li, Lifang; Yang, Jianguo; Wang, Yan; Sun, Yi Eve; Zhang, Dai; Meng, Anming; Shang, Yongfeng"
meta:br/06101332176 doi:10.1038/ncomms6050,Enantioselective Synthesis Of Helical Polydiacetylene By Application Of Linearly Polarized Light And Magnetic Field,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Xu, Yangyang; Yang, Guang; Xia, Hongyan; Zou, Gang; Zhang, Qijin; Gao, Jiangang"
meta:br/06101332333 doi:10.1038/ncomms5861,Pressure-stabilized Lithium Caesides With Caesium Anions Beyond The −1 State,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Botana, Jorge; Miao, Mao-Sheng"
meta:br/06101332468 doi:10.1038/ncomms5645,Male–female Communication Triggers Calcium Signatures During Fertilization In Arabidopsis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Denninger, Philipp; Bleckmann, Andrea; Lausser, Andreas; Vogler, Frank; Ott, Thomas; Ehrhardt, David W.; Frommer, Wolf B; Sprunck, Stefanie; Dresselhaus, Thomas; Grossmann, Guido"
meta:br/06101332930 doi:10.1016/j.molcel.2014.03.031,Modification Of PCNA By ISG15 Plays A Crucial Role In Termination Of Error-Prone Translesion DNA Synthesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Park, Jung Mi; Yang, Seung Wook; Yu, Kyung Ryun; Ka, Seung Hyun; Lee, Seong Won; Seol, Jae Hong; Ju Jeon, Young; Chung, Chin Ha"
meta:br/06101332497 doi:10.1038/ncomms5585,The Deubiquitinating Enzyme CYLD Controls Apical Docking Of Basal Bodies In Ciliated Epithelial Cells,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Eguether, Thibaut; Ermolaeva, Maria A.; Zhao, Yongge; Bonnet, Marion; Jain, Ashish; Pasparakis, Manolis; Courtois, Gilles; Tassin, Anne-Marie"
meta:br/06101332665 doi:10.1016/j.molcel.2014.12.032,SLX4: Not SIMply A Nuclease Scaffold?,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Gibbs-Seymour, Ian; Mailand, Niels"
meta:br/06101332114 doi:10.1038/ncomms6092,Calcium-dependent FAK/CREB/TNNC1 Signalling Mediates The Effect Of Stromal MFAP5 On Ovarian Cancer Metastatic Potential,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Leung, Cecilia S.; Yeung, Tsz-Lun; Yip, Kay-Pong; Pradeep, Sunila; Balasubramanian, Lavanya; Liu, Jinsong; Wong, Kwong-Kwok; Mangala, Lingegowda S.; Pena, G N A; Lopez-Berestein, Gabriel; Sood, Anil K.; Birrer, Michael J.; Mok, Samuel C."
meta:br/06101332303 doi:10.1038/ncomms5847,OsAAP6 Functions As An Important Regulator Of Grain Protein Content And Nutritional Quality In Rice,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Peng, Bo; Kong, Huili; Li, Yibo; Wang, Lingqiang; Zhong, Ming; Sun, Liang; Gao, Guanjun; Zhang, Qinglu; Luo, Lijun; Wang, Gongwei; Xie, Weibo; Chen, Junxiao; Yao, Wen; Peng, Yong; Lei, Lei; Lian, Xingmin; Xiao, Jinghua; Xu, Caiguo; Li, Xianghua; He, Yuqing"
meta:br/06101332142 doi:10.1038/ncomms6020,Regulated Spatial Organization And Sensitivity Of Cytosolic Protein Oxidation In Caenorhabditis Elegans,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Romero-Aristizabal, Catalina; Marks, Debora S.; Fontana, Walter; Apfeld, Javier"
meta:br/06101332582 doi:10.1016/j.molcel.2015.02.009,Bacterial Riboswitches Cooperatively Bind Ni 2+ Or Co 2+ Ions And Control Expression Of Heavy Metal Transporters,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Furukawa, Kazuhiro; Ramesh, Arati; Zhou, Zhiyuan; Weinberg, Zasha; Vallery, Tenaya; Winkler, Wade C.; Breaker, R R"
meta:br/06101332937 doi:10.1016/j.molcel.2014.03.019,An Rrp6-like Protein Positively Regulates Noncoding RNA Levels And DNA Methylation In Arabidopsis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Zhang, Huiming; Tang, Kai; Qian, Weiqiang; Duan, Cheng-Guo; Wang, Bangshing; Zhang, Heng; Wang, Pengcheng; Zhu, Xiaohong; Lang, Zhaobo; Yang, Yu; Zhu, Jian-Kang"
meta:br/06101332351 doi:10.1038/ncomms5810,Erratum: Corrigendum: Tonic Inhibition In Dentate Gyrus Impairs Long-Term Potentiation And Memory In An Alzheimer’s Disease Model,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wu, Zheng; Guo, Ziyuan; Gearing, Marla; Chen, Gong"
meta:br/06101332526 doi:10.1016/j.molcel.2015.04.002,Mechanism Of Transcription Termination By RNA Polymerase III Utilizes A Non-template Strand Sequence-Specific Signal Element,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Arimbasseri, Aneeshkumar Gopalakrishnan; Maraia, Richard J"
meta:br/06101332750 doi:10.1016/j.molcel.2014.09.021,Negamycin Interferes With Decoding And Translocation By Simultaneous Interaction With rRNA And tRNA,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Polikanov, Yury S; Szal, Teresa; Jiang, Fuyan; Gupta, Pulkit; Matsuda, Ryoichi; Shiozuka, Masataka; Steitz, Thomas A.; Vázquez-Laslop, Nora; Mankin, Alexander S."
meta:br/06101332651 doi:10.1016/j.molcel.2014.12.021,The Hsp104 N-Terminal Domain Enables Disaggregase Plasticity And Potentiation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Sweeny, Elizabeth A.; Jackrel, Meredith E; Go, Michelle S.; Sochor, Matthew A.; Razzo, Beatrice M.; DeSantis, Morgan E.; Gupta, Kushol; Shorter, James"
meta:br/06101332084 doi:10.1038/ncomms6058,Enzyme Activity In Liquid Lipase Melts As A Step Towards Solvent-Free Biology At 150 °C,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Brogan, Alex P. S.; Sharma, Kamendra P.; Perriman, Adam; Manna, Stephen"
meta:br/06101332891 doi:10.1016/j.molcel.2014.04.013,H2B Ubiquitylation Promotes RNA Pol II Processivity Via PAF1 And pTEFb,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Wu, Lipeng; Li, Li; Zhou, Bo; Qin, Zhaohui; Dou, Yali"
meta:br/06101332845 doi:10.1016/j.molcel.2014.05.029,Suv39h-Dependent H3K9me3 Marks Intact Retrotransposons And Silences LINE Elements In Mouse Embryonic Stem Cells,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Bulut-Karslioglu, Aydan; De La Rosa-Velázquez, Inti A.; Ramirez, Fidel; Barenboim, Maxim; Onishi-Seebacher, Megumi; Arand, Julia; Galán, Carmen; Winter, Georg E.; Engist, Bettina; Gerle, Borbala; O’Sullivan, Roderick J.; Martens, J H A; Walter, Jörn; Manke, Thomas; Lachner, Monika; Jenuwein, Thomas"
meta:br/06101332837 doi:10.1016/j.molcel.2014.06.008,Regulation Of Active DNA Demethylation By An α-Crystallin Domain Protein In Arabidopsis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Qian, Weiqiang; Miki, Daisuke; Lei, Mingguang; Zhu, Xiaohong; Zhang, Huiming; Liu, Yunhua; Li, Yan; Lang, Zhaobo; Wang, Jing; Tang, Kai; Liu, Renyi; Zhu, Jian-Kang"
meta:br/06101332110 doi:10.1038/ncomms6084,Efficient Selective And Atom Economic Catalytic Conversion Of Glycerol To Lactic Acid,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sharninghausen, Liam S.; Campos, Jesús; Manas, Michael G.; Crabtree, Robert H."
meta:br/06101332945 doi:10.1016/j.molcel.2014.03.027,Nonenzymatic Protein Acylation As A Carbon Stress Regulated By Sirtuin Deacylases,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Wagner, Gregory R.; Hirschey, Matthew"
meta:br/06101332535 doi:10.1016/j.molcel.2015.04.001,SMADs And YAP Compete To Control Elongation Of β-Catenin:LEF-1-Recruited RNAPII During hESC Differentiation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Estarás, Conchi; Benner, Christopher; Jones, Katherine A."
meta:br/06101332970 doi:10.1016/j.molcel.2014.02.016,"BRD7, A Tumor Suppressor, Interacts With P85Α And Regulates PI3K Activity",Molecular Cell,meta:br/0623032125 issn:1097-2765,"Chiu, Yu-Hsin; Lee, Jennifer Y.; Cantley, Lewis C"
meta:br/06101332209 doi:10.1038/ncomms5911,Chemical Sensing With Switchable Transport Channels In Graphene Grain Boundaries,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yasaei, Poya; Kumar, Bijandra; Hantehzadeh, Reza; Kayyalha, Morteza; Baskin, Artem; Repnin, Nikita; Wang, Canhui; Klie, Robert; Chen, Yong P; Král, Petr; Salehi-Khojin, Amin"
meta:br/06101332870 doi:10.1016/j.molcel.2014.04.031,NCOA4 Transcriptional Coactivator Inhibits Activation Of DNA Replication Origins,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Bellelli, Roberto; Castellone, Maria Domenica; Guida, Teresa; Limongello, Roberto; Dathan, Nina Alayne; Merolla, Francesco; Cirafici, Anna Maria; Affuso, Andrea; Masai, Hisao; Costanzo, Vincenzo; Grieco, Domenico; Fusco, Alfredo; Santoro, Massimo; Carlomagno, Francesca"
meta:br/06101332155 doi:10.1038/ncomms6004,Sgs1 And Sae2 Promote Telomere Replication By Limiting Accumulation Of ssDNA,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Hardy, Julien; Churikov, Dmitri; Géli, Vincent; Simon, Marie-Noëlle"
meta:br/06101332586 doi:10.1016/j.molcel.2015.02.016,Mn2+-Sensing Mechanisms Of yybP-ykoY Orphan Riboswitches,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Price, Ian R.; Gaballa, Ahmed; Ding, Fang; Helmann, John D.; Ke, Ailong"
meta:br/06101332459 doi:10.1038/ncomms5758,Symmetrical And Asymmetrical Division Analysis Provides Evidence For A Hierarchy Of Prostate Epithelial Cell Lineages,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Jia; Zhu, Helen He; Chu, Mingliang; Liu, Yunying; Zhang, Chenxi; Liu, Geng; Yang, Xiaohang; Yang, Ru; Gao, Wei-Qiang"
meta:br/06101332667 doi:10.1016/j.molcel.2014.12.007,PI(5)P Regulates Autophagosome Biogenesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Vicinanza, Mariella; Korolchuk, Viktor; Ashkenazi, Avraham; Puri, Claudia; Menzies, Fiona M.; Clarke, J H; Rubinsztein, David C."
meta:br/06101332577 doi:10.1016/j.molcel.2012.06.031,AUF1/HnRNP D RNA Binding Protein Functions In Telomere Maintenance,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Chen, Liuh-Yow; Lingner, Joachim"
meta:br/06101332854 doi:10.1016/j.molcel.2014.05.019,Cellular Noise Suppression By The Regulator Of G Protein Signaling Sst2,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Dixit, Gauri; Kelley, Joshua B; Houser, John R.; Elston, Timothy C.; Dohlman, Henrik G."
meta:br/06101332388 doi:10.1038/ncomms5869,Hotspot-mediated Ultrafast Nonlinear Control Of Multifrequency Plasmonic Nanoantennas,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Abb, Martina; Wang, Yudong; De Groot, C. H. Kees; Muskens, Otto"
meta:br/06101332170 doi:10.1038/ncomms5854,Theory Of Low-Power Ultra-Broadband Terahertz Sideband Generation In Bi-Layer Graphene,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Crosse, J. A.; Xu, Xiaodong; Sherwin, Mark; Liu, Ren-Bao"
meta:br/06101332118 doi:10.1038/ncomms6075,Anisotropic Failure Of Fourier Theory In Time-Domain Thermoreflectance Experiments,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wilson, R B; Cahill, David G."
meta:br/06101332598 doi:10.1016/j.molcel.2015.01.019,A Tail Of Two Sites: A Bipartite Mechanism For Recognition Of Notch Ligands By Mind Bomb E3 Ligases,Molecular Cell,meta:br/0623032125 issn:1097-2765,"McMillan, Brian J.; Schnute, Björn; Ohlenhard, Nadja; Zimmerman, Brandon; Miles, Laura; Beglova, Natalia; Klein, Thomas; Blacklow, Stephen C."
meta:br/06101332245 doi:10.1038/ncomms5985,Erratum: Corrigendum: Perilipin1 Promotes Unilocular Lipid Droplet Formation Through The Activation Of Fsp27 In Adipocytes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sun, Zhiqi; Gong, Jingyi; Wu, Han; Xu, Wenyi; Wu, Lizhen; Xu, Dijin; Gao, Jinlan; Wu, Jia-wei; Yang, Hongyuan; Yang, Maojun; Li, Peng"
meta:br/06101332901 doi:10.1016/j.molcel.2014.03.048,Distribution And Apoptotic Function Of Outer Membrane Proteins Depend On Mitochondrial Fusion,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Weaver, David; Eisner, Verónica; Liu, Xingguo; Várnai, Péter; Hunyady, László; Gross, Atan; Hajnóczky, György"
meta:br/06101332984 doi:10.1016/j.molcel.2014.02.003,Modulation Of The Hsp90 Chaperone Cycle By A Stringent Client Protein,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Lorenz, Oliver Robin; Freiburger, Lee; Rutz, Daniel Andreas; Krause, Maike; Zierer, Bettina Karolina; Alvira, Sara; Cuéllar, Jorge; Valpuesta, José María; Madl, Tobias; Sattler, Michael; Buchner, Johannes"
meta:br/06101332552 doi:10.1016/j.molcel.2015.02.023,Widespread Rearrangement Of 3D Chromatin Organization Underlies Polycomb-Mediated Stress-Induced Silencing,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Li, Li; Lyu, Xiaowen; Hou, Chunhui; Takenaka, Naomi; Nguyen, Huy Q.; Ong, Chin-Tong; Cubeñas-Potts, Caelin; Hu, Ming; Lei, Elissa P.; Bosco, Giovanni; Qin, Zhaohui; Corces, Victor G."
meta:br/06101332768 doi:10.1016/j.molcel.2014.08.024,NF-κB Directs Dynamic Super Enhancer Formation In Inflammation And Atherogenesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Brown, Jonathan D.; Lin, Charles Y.; Duan, Qiong; Griffin, Gabriel; Federation, Alexander; Paranal, Ronald M.; Bair, Steven; Newton, Gail; Lichtman, Andrew H.; Kung, A L; Yang, Tianlun; Wang, Hong; Luscinskas, F. William; Croce, Kevin J.; Bradner, James E.; Plutzky, Jorge"
meta:br/06101332982 doi:10.1016/j.molcel.2014.02.022,Please Keep Me 2Uned To PKM2,Molecular Cell,meta:br/0623032125 issn:1097-2765,"McKnight, Steven L."
meta:br/06101332720 doi:10.1016/j.molcel.2014.10.012,The Yeast ER-Intramembrane Protease Ypf1 Refines Nutrient Sensing By Regulating Transporter Abundance,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Avci, Dönem; Fuchs, Shai; Schrul, Bianca; Fukumori, Akio; Breker, Michal; Frumkin, Idan; Chen, Chia-yi; Biniossek, Martin L.; Kremmer, Elisabeth; Schilling, Oliver; Steiner, Harald; Schuldiner, Maya; Lemberg, Marius K"
meta:br/06101332485 doi:10.1038/ncomms5720,An Upconverted Photonic Nonvolatile Memory,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhou, Ye; Han, Su-Ting; Chen, Xian; Wang, Feng; Tang, Yong-Bing; Roy, V.A.L."
meta:br/06101332797 doi:10.1016/j.molcel.2014.08.009,RIG-I Holds The CARDs In A Game Of Self Versus Nonself,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Hopfner, Karl-Peter"
meta:br/06101332603 doi:10.1016/j.molcel.2015.02.026,The (Phospho) Needle In The (MELT) Haystack,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Faesen, Alex C.; Musacchio, Andrea"
meta:br/06101332704 doi:10.1016/j.molcel.2014.10.027,Pyruvate Kinase Isoform Expression Alters Nucleotide Synthesis To Impact Cell Proliferation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Lunt, S Y; Muralidhar, Vinayak; Hosios, Aaron M.; Israelsen, William J.; Gui, Dan Y.; Newhouse, Lauren; Ogrodzinski, Martin; Hecht, Vivian; Xu, Kali; Acevedo, Paula N. Marín; Hollern, Daniel P.; Bellinger, Gary; Dayton, Talya L.; Christen, Stefan; Elia, Ilaria; Dinh, Anh T.; Stephanopoulos, Gregory; Manalis, Scott R.; Yaffe, Michael B.; Andrechek, Eran R; Fendt, Sarah-Maria; Vander Heiden, Matthew G."
meta:br/06101332532 doi:10.1016/j.molcel.2015.03.034,An Inhibitor Of PIDDosome Formation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Thompson, Ruth; Shah, Richa B.; Liu, Hongdau; Gupta, Yogesh; Ando, Kiyohiro; Aggarwal, Aneel K.; Sidi, Samuel"
meta:br/06101332312 doi:10.1038/ncomms5867,Dislocation Motion And Grain Boundary Migration In Two-Dimensional Tungsten Disulphide,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Azizi, Amin; Zou, Xiaolong; Ercius, Peter; Zhang, Zhuhua; Elías, Ana Laura; Perea-López, Néstor; Stone, Greg; Terrones, Mauricio; Yakobson, Boris I.; Alem, Nasim"
meta:br/06101332360 doi:10.1038/ncomms5814,Loss Of IP3R-dependent Ca2+ Signalling In Thymocytes Leads To Aberrant Development And Acute Lymphoblastic Leukemia,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ouyang, Kunfu; Leandro Gomez-Amaro, Rafael; Stachura, David L.; Tang, Huayuan; Peng, Xiaohong; Fang, Xi; Traver, David; Evans, Sylvia M.; Chen, Ju"
meta:br/06101332145 doi:10.1038/ncomms6069,Multiscale Cardiac Modelling Reveals The Origins Of Notched T Waves In Long QT Syndrome Type 2,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sadrieh, Arash; Domanski, Luke; Pitt-Francis, Joe; Mann, Stefan A; Hodkinson, Emily C; Ng, Chai-Ann; Perry, Matthew D; Taylor, John A; Gavaghan, David; Subbiah, Rajesh N; Vandenberg, Jamie I; Hill, Adam P"
meta:br/06101332635 doi:10.1016/j.molcel.2014.12.019,The Molecular Timeline Of A Reviving Bacterial Spore,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Sinai, Lior; Rosenberg, Alex; Smith, Yoav; Segev, Einat; Ben-Yehuda, Sigal"
meta:br/06101332102 doi:10.1038/ncomms6120,Proof Of Dual-Topology Architecture Of Fluc F− Channels With Monobody Blockers,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Stockbridge, Randy B; Koide, Akiko; Miller, Christopher; Koide, Shohei"
meta:br/06101332647 doi:10.1016/j.molcel.2014.12.029,Human Promoters Are Intrinsically Directional,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Duttke, Sascha; Lacadie, Scott A.; Ibrahim, Mahmoud; Glass, Christopher K.; Corcoran, David L.; Benner, Christopher; Heinz, Sven; Kadonaga, James T.; Ohler, Uwe"
meta:br/06101332851 doi:10.1016/j.molcel.2014.05.018,Chromatin Reader Brd4 Functions In Ig Class Switching As A Repair Complex Adaptor Of Nonhomologous End-Joining,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Stanlie, Andre; Yousif, Ashraf; Akiyama, Hideo; Honjo, Tasuku; Begum, Nasim"
meta:br/06101332961 doi:10.1016/j.molcel.2014.02.032,A Role For H3K4 Monomethylation In Gene Repression And Partitioning Of Chromatin Readers,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Cheng, Jemmie; Blum, Roy; Bowman, Christopher; Hu, Deqing; Shilatifard, Ali; Shen, Steven; Dynlacht, Brian D."
meta:br/06101332860 doi:10.1016/j.molcel.2014.05.011,The SUMO-Specific Isopeptidase SENP3 Regulates MLL1/MLL2 Methyltransferase Complexes And Controls Osteogenic Differentiation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Nayak, Arnab; Viale-Bouroncle, Sandra; Morsczeck, Christian; Muller, Stefan"
meta:br/06101332840 doi:10.1016/j.molcel.2014.06.022,"PML, SUMO, And RNF4: Guardians Of Nuclear Protein Quality",Molecular Cell,meta:br/0623032125 issn:1097-2765,"Gärtner, Anne; Muller, Stefan"
meta:br/06101332863 doi:10.1016/j.molcel.2014.05.002,Directed Network Wiring Identifies A Key Protein Interaction In Embryonic Stem Cell Differentiation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yasui, Norihisa; Findlay, Greg M.; Gish, Gerald D.; Hsiung, Marilyn S.; Huang, Jin; Tucholska, Monika; Taylor, Lorne; Smith, Louis; Boldridge, W. Clifford; Koide, Akiko; Pawson, Tony; Koide, Shohei"
meta:br/06101332197 doi:10.1038/ncomms5875,Spin–orbit Proximity Effect In Graphene,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Avsar, Ahmet; Tan, J. Y.; Taychatanapat, T.; Balakrishnan, Jayakumar; Koon, G.K.W.; Yeo, Y.; Lahiri, Jayeeta; Carvalho, Alexandra; Rodin, Aleksandr; O’Farrell, E.C.T.; Eda, G.; Castro Neto, A. H.; Özyilmaz, B."
