id,title,type,publisher
doi:10.1017/cbo9781139086196.002,Globalization And Austerity Politics,book chapter,crossref:56
doi:10.1017/cbo9781139047494.022,Comparative Analysis Of The National Biosafety Regulatory Systems In East Africa,book chapter,crossref:56
doi:10.1017/upo9781844653584.004,Aristotle: Nicomachean Ethics,book chapter,crossref:56
doi:10.1017/cbo9781139236898.006,Equality Of Opportunity And The Family,book chapter,crossref:56
doi:10.1017/upo9781844653621.014,David Lewis: On The Plurality Of Worlds,book chapter,crossref:56
doi:10.1017/upo9781844654659.019,Thomas Reid,book chapter,crossref:56
doi:10.2991/iccsee.2013.71,The Secure Communication Technique Based On Lorenz Chaos System,proceedings article,crossref:1574
doi:10.1016/b978-0-12-384719-5.00301-4,Agricultural Invasions,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00219-7,Biodiversity As A Commodity,book chapter,crossref:78
doi:10.4018/978-1-4666-1740-7.ch091,Using Web 2.0 To Reconceptualize E-Government,book chapter,crossref:2432
doi:10.4018/978-1-61350-047-7.ch017,Performance Comparison Of Cellular Manufacturing Configurations In Different Demand Profiles,book chapter,crossref:2432
doi:10.2172/1061799,JLab SRF Institute (SRFI) Trip 8/31/04 ? 9/1/04: Final Report,report,crossref:960
doi:10.5244/c.12.6,Learning To Associate Faces Across Views In Vector Space Of Similarities To Prototypes,proceedings article,crossref:3205
doi:10.1017/cbo9780511686931.003,Schizophrenia And OCD: Comparative Characteristics,book chapter,crossref:56
doi:10.1017/cho9781139018456.031,Georg Brandes (1842–1927),book chapter,crossref:56
doi:10.4018/978-1-4666-2491-7.ch003,Subject Recommended Samples,book chapter,crossref:2432
doi:10.5244/c.14.62,Image Mosaicing Using Sequential Bundle Adjustments,proceedings article,crossref:3205
doi:10.2991/iccsee.2013.56,A Static Malicious Javascript Detection Using SVM,proceedings article,crossref:1574
doi:10.2118/163827-ms,Breaking Up Is Hard To Do: Creating Hydraulic Fracture Complexity In The Bakken Central Basin,proceedings article,crossref:861
doi:10.2118/163829-ms,Development Of The Brittle Shale Fracture Network Model,proceedings article,crossref:861
doi:10.1017/cbo9781139152396.005,Ideology And Opposition To Communism,book chapter,crossref:56
doi:10.1016/b978-0-12-404505-7.50011-9,A First-Order Transition In The Isotropic Phase Of Cholesteryl Stearate,book chapter,crossref:78
doi:10.4018/978-1-4666-1740-7.ch076,Conceptualization Of Trust In The e-Government Context,book chapter,crossref:2432
doi:10.5244/c.12.1,Omnidirectional Vision,proceedings article,crossref:3205
doi:10.1017/cbo9780511736551.005,Perspective,book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00244-6,Estuarine Ecosystems,book chapter,crossref:78
doi:10.1016/b978-0-444-81991-8.50148-5,"Sinterable Ceramic Powders Prepared By Shs, Their Densifications And Final Products",book chapter,crossref:78
doi:10.1017/cbo9780511740060.005,English As A Contact Language In The British Isles,book chapter,crossref:56
doi:10.1017/cbo9780511894824.023,Opportunities And Challenges For Carbon Management On U.S. Public Lands,book chapter,crossref:56
doi:10.1016/b978-0-12-496051-0.50012-5,New Approaches To Digital Optical Computing Using Parallel Optical Array Logic,book chapter,crossref:78
doi:10.1017/cbo9780511844188.003,"Catalysis, Enzymes, And Proteins",book chapter,crossref:56
doi:10.1017/cbo9781139235662.005,"Contracts, Courts, And The Construction Of Consent",book chapter,crossref:56
doi:10.1016/b978-0-12-447602-8.50009-x,Mechanism Of Winter Wheat Hardening At Low Temperature,book chapter,crossref:78
doi:10.1017/upo9781844655137.002,Introduction,book chapter,crossref:56
doi:10.4018/978-1-4666-1842-8.ch007,Green Communications,book chapter,crossref:2432
doi:10.1016/b978-0-12-384719-5.00220-3,Endangered Terrestrial Invertebrates,book chapter,crossref:78
doi:10.1145/2433396.2433402,Structure And Dynamics Of Information Pathways In Online Media,proceedings article,crossref:320
doi:10.1016/b978-0-12-549902-6.50029-7,Characterization Of Neutrophil Chemiluminescence Using A Liquid Scintillation Counter,book chapter,crossref:78
doi:10.1017/cbo9780511997778.036,Intrauterine Growth Restriction,book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00300-2,Rainforest Loss And Change,book chapter,crossref:78
doi:10.1145/2433396.2433472,LaFT-tree,proceedings article,crossref:320
doi:10.1016/b978-0-12-290559-9.50010-7,Research Toward Nonabusive Analgetics,book chapter,crossref:78
doi:10.2991/iccsee.2013.300,The Study On Livestock Production Prediction In Heilongjiang Province Based On Support Vector Machine,proceedings article,crossref:1574
doi:10.4018/978-1-4666-0309-7.ch011,A Multi Agent Pharmacoinformatics Reference Model For The Improvement Of Hospital Management,book chapter,crossref:2432
doi:10.2991/iccsee.2013.250,SecGOT: Secure Global Offset Tables In ELF Executables,proceedings article,crossref:1574
doi:10.1017/cbo9781139380867.010,Taking To The Streets,book chapter,crossref:56
doi:10.1017/cbo9781139235754.003,The Citizens’ Political Liberty,book chapter,crossref:56
doi:10.1016/b978-0-444-85128-4.50015-1,Kikuchi Electron Diffraction And Applications,book chapter,crossref:78
doi:10.5244/c.14.12,Probabilistic PCA And ICA Subspace Mixture Models forImage Segmentation,proceedings article,crossref:3205
doi:10.1016/b978-0-444-81991-8.50206-5,Polytypic Transformation And Sintering Behavior In Silicon Carbide Materials,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00031-9,Differentiation,book chapter,crossref:78
doi:10.1017/cbo9781139198431.009,Pancreas,book chapter,crossref:56
doi:10.1017/upo9781844654031.017,Reflexivity,book chapter,crossref:56
doi:10.1016/b978-0-08-092602-5.50011-1,Product And Forming Sequence Design For Cold Forging,book chapter,crossref:78
doi:10.1017/cbo9780511920707.031,Gender In The Jazz Age,book chapter,crossref:56
doi:10.1016/b978-0-444-81991-8.50171-0,Fabrication Of Maraging Steel Base Multilayered Composites Using Single-Shot Explosive Welding Technique,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00131-3,"Species, Concepts Of",book chapter,crossref:78
doi:10.4018/978-1-4666-0945-7.ch009,Methodologies For Augmented Discovery Of Geospatial Resources,book chapter,crossref:2432
doi:10.1017/cbo9781139104159.003,Glanville’s Inspiration,book chapter,crossref:56
doi:10.1016/b978-0-12-447602-8.50022-2,"Cell Membrane Alterations Following A Slow Freeze-Thaw Cycle: Ion Leakage, Injury And Recovery",book chapter,crossref:78
doi:10.5244/c.13.27,A Method For Interactive 3D Reconstruction Of Piecewise PlanarObjects From Single Images,proceedings article,crossref:3205
doi:10.5244/c.16.29,Multiple Plane Segmentation Using Optical Flow,proceedings article,crossref:3205
doi:10.1016/b978-0-444-89353-6.50051-8,Chemical Vapor Deposition Of high—Tc Superconducting Oxide Thin Films,book chapter,crossref:78
doi:10.1016/b978-0-12-332550-1.50026-3,The Role Of Antibiotics In Efficient Livestock Production,book chapter,crossref:78
doi:10.2991/iccsee.2013.111,Short-term Wind Power Prediction Based On Time Series Analysis Model,proceedings article,crossref:1574
doi:10.4018/978-1-4666-2029-2.ch002,Optimal Placement Of Viscous Dampers For Seismic Building Design,book chapter,crossref:2432
doi:10.2118/163844-ms,Production Review Of Current Stimulation Techniques In The Jonah Field,proceedings article,crossref:861
doi:10.1016/b978-0-12-395658-3.50029-0,Multienzyme Complex Of Fatty Acid Synthetase,book chapter,crossref:78
doi:10.1016/b978-0-12-549902-6.50033-9,Biological Monitoring Of Pollutant Impact On Soil Vitality As Determined By Liquid Scintillation,book chapter,crossref:78
doi:10.1016/b978-0-12-395658-3.50045-9,Structure And Function Of Ribosomes And Subribosomal Particles,book chapter,crossref:78
doi:10.1017/cbo9781139235976.004,"Haydn, Orchestration, And Re-Orchestration",book chapter,crossref:56
doi:10.5244/c.14.40,A New Approach For Vanishing Point Detection In ArchitecturalEnvironments,proceedings article,crossref:3205
doi:10.1017/cbo9780511675850.012,Music Inside Out:,book chapter,crossref:56
doi:10.1016/b978-0-12-290559-9.50009-0,Perspectives In Drug Abuse,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00044-7,Endemism,book chapter,crossref:78
doi:10.4018/978-1-61350-083-5.ch026,The Obama Effect,book chapter,crossref:2432
doi:10.1201/b11810-104,The Use Of Influence Diagrams In Risk.2Ased Inspection,book chapter,crossref:301
doi:10.1016/b978-0-12-384719-5.00029-0,"Conservation Movement, Historical",book chapter,crossref:78
doi:10.1017/upo9781844653102.003,"Anarchy, State, And Utopia: The Moral Basis",book chapter,crossref:56
doi:10.1017/cbo9781139048095.005,Lifeand Life,book chapter,crossref:56
doi:10.1201/b11810-108,Assessment Of Safety Of Ships After The Collision And During The Ship Salvage Using The Matrix Type Risk Model And Uncertainties,book chapter,crossref:301
doi:10.2991/iccsee.2013.34,Design And Implementation Of Wireless Data Link Calibration Equipment Of UAV,proceedings article,crossref:1574
doi:10.1017/cbo9781139048095.040,The New Woman,book chapter,crossref:56
doi:10.1017/cbo9781139026796.001,Creating Brazilians,book chapter,crossref:56
doi:10.1017/cbo9781139016919.020,Emotion,book chapter,crossref:56
doi:10.1016/b978-0-12-404502-6.50043-3,The Non-Aqueous Micellar Catalysis Of The Decomposition Of Benzyl Chloroformate,book chapter,crossref:78
doi:10.1016/b978-0-12-447602-8.50025-8,Fluorescence Polarization Studies On Plasma Membrane Isolated From Mulberry Bark Tissues,book chapter,crossref:78
doi:10.1016/b978-0-444-81993-2.50064-0,An Approach Using The improved-Hüickel LCAO Method -Apprications To Electronic Structure Calculations In New Materials-,book chapter,crossref:78
doi:10.1016/b978-0-444-81993-2.50103-7,Simulation Of Surface Diffusion And Binding Of Gold Ad-Atom And Their Clusters On (111) Plane Of Gold,book chapter,crossref:78
doi:10.1017/upo9781844654529.007,Causal Powers And Categorical Dimensions,book chapter,crossref:56
doi:10.5244/c.15.46,Oriented Matching Constraints,proceedings article,crossref:3205
doi:10.1017/cbo9780511920707.008,Literary Style,book chapter,crossref:56
doi:10.1016/b978-0-12-447602-8.50015-5,Transition Of Lipid Metabolism In Relation To Frost Hardiness In Chlorella Ellipsoidea,book chapter,crossref:78
doi:10.1017/cbo9781139048095.042,Hardy’s London,book chapter,crossref:56
doi:10.1016/b978-0-12-549902-6.50044-3,What Is The Future Of Liquid Scintillation Counting (Lsc) In Clinical Chemistry And In Clinical Research?,book chapter,crossref:78
doi:10.1016/b978-0-444-81991-8.50046-7,Environmental Effects On Corrosion Behavior Of Stainless Steel In A Simulated Refuse Incinerator Condition,book chapter,crossref:78
doi:10.5244/c.15.57,MDL Based Structural Interpretation Of Images Under Partial Occlusion,proceedings article,crossref:3205
doi:10.1016/b978-0-12-395733-7.50011-3,Dta In Pharmaceutical Research,book chapter,crossref:78
doi:10.1017/cbo9781139198431.014,Central Nervous System,book chapter,crossref:56
doi:10.1016/b978-0-12-395733-7.50012-5,A Scanning Microcalorimetry Cell Based On A Thermoelectric Disc - Theory And Applications,book chapter,crossref:78
doi:10.1017/cbo9781139109376.021,Exploring The Tension Between Physician-Assisted Dying And Palliative Medicine,book chapter,crossref:56
doi:10.4018/978-1-4666-1921-0.ch002,Basic Methods For Analysis Of High Frequency Transients In Power Apparatus Windings,book chapter,crossref:2432
doi:10.1017/cho9781139018456.033,Theories Of Genre,book chapter,crossref:56
doi:10.1017/cho9781139018456.028,Francesco De Sanctis (1817–1883),book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00265-3,Captive Breeding And The Evolutionarily Significant Unit,book chapter,crossref:78
doi:10.1017/cbo9781139047494.019,Domestic Implementation Of Biosafety Regulatory Aspects,book part,crossref:56
doi:10.1016/b978-0-444-10742-8.50038-4,The Canonical Form Of An Antisymmetric Tensor And Its Application To The Theory Of Superconductivity,book chapter,crossref:78
doi:10.1017/cbo9781139135535.002,Introduction,book chapter,crossref:56
doi:10.1017/upo9781844653256.005,Russian Foreign Policy And The Boer War,book chapter,crossref:56
doi:10.2991/iccsee.2013.211,Cubic With Faster Convergence: An Improved Cubic Fast Convergence Mechanism,proceedings article,crossref:1574
doi:10.5244/c.9.4,An Efficient 3D Deformable Model With A Self-Optimising Topology.,proceedings article,crossref:3205
doi:10.2991/iccsee.2013.321,A Parallel AC Algorithm Based On SPMD For Intrusion Detection System,proceedings article,crossref:1574
doi:10.5244/c.14.27,The Cross Ratio: A Revisit To Its Probability DensityFunction,proceedings article,crossref:3205
doi:10.2991/iccsee.2013.766,Mapping Of Rescue Environment Based On NDT Scan Matching,proceedings article,crossref:1574
doi:10.1016/b978-0-12-580640-4.50018-2,Nuclear Hyperfine Structure In The Electronic Spectra Of Diatomic Molecules,book chapter,crossref:78
doi:10.2991/iccsee.2013.69,Several Arithmetic Operations On Spiking Neural P Systems,proceedings article,crossref:1574
doi:10.2991/iccsee.2013.729,PD Control Strategy Design And Simulation Of Magnetic Bearing With Single Freedom Of Degree,proceedings article,crossref:1574
doi:10.4018/978-1-61350-314-0.ch006,Identity And Externalities Toward Sustainability,book chapter,crossref:2432
doi:10.1017/upo9781844653607.007,John Stuart Mill: On Liberty,book chapter,crossref:56
doi:10.2991/iccsee.2013.11,Status And Design Of Digital Oilfield,proceedings article,crossref:1574
doi:10.1016/b978-0-444-89353-6.50048-8,EVAPORATED YBa2Cu3O7 THIN FILMS AND DEVICE TECHNOLOGY,book chapter,crossref:78
doi:10.4018/978-1-4666-1740-7.ch020,A Multi-Level Relational Risk Assessment Model For Secure E-Government Projects,book chapter,crossref:2432
doi:10.1016/b978-0-12-384719-5.00230-6,Origin And Diversification Of Angiosperms,book chapter,crossref:78
doi:10.1016/b978-0-12-394294-4.00002-x,Kiwifruit,book chapter,crossref:78
doi:10.1017/cho9781139018456.041,Select Bibliography And Further Reading,book chapter,crossref:56
doi:10.1016/b978-0-12-395657-6.50008-2,Aspects Of The Resonance-Particle-Pole Relationship Which May Be Useful In The Planning And Analysis Of Experiments,book chapter,crossref:78
doi:10.5244/c.13.2,Learning Behaviour Models Of Human Activities,proceedings article,crossref:3205
doi:10.5244/c.12.38,Improved Video Mosaic Construction By Accumulated Alignment Error Distribution,proceedings article,crossref:3205
doi:10.3386/w18770,Political Centralization In Pre-Colonial Africa,report,crossref:1960
doi:10.1017/cbo9781139030731.015,The Role Of Will In Descartes’ Account Of Judgment,book chapter,crossref:56
doi:10.1017/cco9781139019651.020,The Nature Of Historical Evidence: A Case Study,book chapter,crossref:56
doi:10.1016/b978-0-444-81991-8.50149-7,Combustion Synthesis Technology For Metal-Ceramic Composite Pipe Production,book chapter,crossref:78
doi:10.1016/b978-0-12-580640-4.50009-1,Information On Rotational Energy Transfer From Microwave Line Broadening,book chapter,crossref:78
doi:10.4018/978-1-4666-1740-7.ch042,National Interoperability Approach For Social Services Information Management In Finland,book chapter,crossref:2432
doi:10.1017/upo9781844653294.003,Truth And Logic,book chapter,crossref:56
doi:10.1017/cbo9780511979873.012,Affective Conflict And Virtue,book chapter,crossref:56
doi:10.1017/cbo9781139235662.025,Remedies For A Documentary Breach,book chapter,crossref:56
doi:10.1017/cbo9781139026796.004,The Creation Of Euro-Brazilian Identities,book chapter,crossref:56
doi:10.4018/978-1-4666-1740-7.ch070,Impact Of E-Governance On Businesses,book chapter,crossref:2432
doi:10.1016/b978-0-12-290559-9.50012-0,Treatment Of Opiate Abuse By Methadone Maintenance,book chapter,crossref:78
doi:10.1017/cbo9780511902703.009,Write Cooperatively,book chapter,crossref:56
doi:10.1017/cbo9780511843716.003,Introduction To Human Affective Neuroscience,book part,crossref:56
doi:10.5244/c.13.52,Understanding Pose Discrimination In Similarity Space,proceedings article,crossref:3205
doi:10.1016/b978-0-12-549902-6.50037-6,A Computer Algorithm To Calculate Tritium Concentrations In Environmental Water,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00110-6,"Plant Biodiversity, Overview",book chapter,crossref:78
doi:10.1017/cbo9781139235662.024,Re-Examining Damages For Fraudulent Misrepresentation,book chapter,crossref:56
doi:10.5244/c.9.13,A Generic Deformable Model For Vehicle Recognition.,proceedings article,crossref:3205
doi:10.1201/b11810-68,Multiattribute Decision Making Methodology For Handymax Tanker Design In The Concept Design phase—A Case Study,book chapter,crossref:301
doi:10.4018/978-1-4666-2491-7.ch002,eCommerce Trust Beliefs,book chapter,crossref:2432
doi:10.1016/b978-0-12-384719-5.00142-8,Temperate Forests,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00372-5,The Value Of Biodiversity,book chapter,crossref:78
doi:10.4018/978-1-4666-0309-7.ch015,Enforcing Data Integrity In Pharmacy,book chapter,crossref:2432
doi:10.1017/cho9781139018456.017,"Marx, Engels And Early Marxist Criticism",book chapter,crossref:56
doi:10.1017/cbo9781139048095.009,From Serial To Volume,book chapter,crossref:56
doi:10.5244/c.14.14,Gaze Determination Via Images Of Irises,proceedings article,crossref:3205
doi:10.1016/b978-0-12-384719-5.00312-9,"Conservation Efforts, Contemporary",book chapter,crossref:78
doi:10.1017/cbo9780511740060.002,The Role Of Contact In English Syntactic Change In The Old And Middle English Periods,book chapter,crossref:56
doi:10.4018/978-1-4666-0945-7.ch005,Automatic Metadata Generation For Geospatial Resource Discovery,book chapter,crossref:2432
doi:10.1017/cbo9780511843716.035,Emotion And Aging,book chapter,crossref:56
doi:10.1017/cbo9781139016919.024,Assessment For Subtle Neurological Signs,book chapter,crossref:56
doi:10.1017/cbo9781139235587.007,Conceiving Tragedy,book chapter,crossref:56
doi:10.4018/978-1-61350-047-7.ch012,Operator Assignment Decisions In A Highly Dynamic Cellular Environment,book chapter,crossref:2432
doi:10.4018/978-1-61350-341-6.ch013,Open Business Models In The Telecommunications Industry,book chapter,crossref:2432
doi:10.5244/c.13.19,Construction Of Articulated Models From Range Data,proceedings article,crossref:3205
doi:10.5244/c.12.20,Recovering Motion Fields: An Evaluation Of Eight Optical Flow Algorithms,proceedings article,crossref:3205
doi:10.1016/b978-0-444-89353-6.50136-6,CW And Pulsed IR Detection Of Aerosol Deposited YBCO Thin Films,book chapter,crossref:78
doi:10.1016/b978-0-12-404502-6.50034-2,Brownian Coagulation In The Transition Regime,book chapter,crossref:78
doi:10.1017/cbo9780511736551.018,The Role Of Trait-Mediated Indirect Interactions For Multispecies Plant–Animal Mutualisms,book chapter,crossref:56
doi:10.5244/c.12.7,Automatic Face Representation And Classification,proceedings article,crossref:3205
doi:10.1017/cbo9781139047203.005,Major Constituents Of Seawater,book chapter,crossref:56
doi:10.1016/b978-0-444-10742-8.50010-4,Theory Of Nuclear Level Density,book chapter,crossref:78
doi:10.1016/b978-0-444-85129-1.50008-5,Advances In X-Ray And Neutron Diffraction Techniques,book chapter,crossref:78
doi:10.1017/cbo9780511902703.006,Justify Decisions,book chapter,crossref:56
doi:10.4018/978-1-4666-0945-7.ch002,An Assessment Of Several Taxonomies Of Volunteered Geographic Information,book chapter,crossref:2432
doi:10.1016/b978-0-444-81991-8.50150-3,High Speed Mechanical Alloying For Bulk Amorphous Intermetallics,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00122-2,Religious Traditions And Biodiversity,book chapter,crossref:78
doi:10.2991/iccsee.2013.353,A Survey Of Face Recognition Methods,proceedings article,crossref:1574
doi:10.5244/c.13.21,Combining Class-Specific Fragments For Object Classification,proceedings article,crossref:3205
doi:10.1016/b978-0-12-395657-6.50022-7,Universal Weak Coupling And Nonleptonic Interactions,book chapter,crossref:78
doi:10.1017/cbo9780511920707.026,Avant-garde Trends,book chapter,crossref:56
doi:10.1007/978-1-4614-5360-4_65,A Comparison Of Formulas To Compute Implied Standard Deviation,book chapter,crossref:297
doi:10.1016/b978-0-444-81993-2.50083-4,Computer Simulation Study Of Film Formation Process,book chapter,crossref:78
doi:10.1017/cco9781139019651.013,Reflections On A Global Theatre History,book chapter,crossref:56
doi:10.1145/2433396.2433498,Data-driven Political Science,proceedings article,crossref:320
doi:10.1017/cbo9780511894824.020,Soil Carbon Dynamics In Agricultural Systems,book chapter,crossref:56
doi:10.1017/cbo9781139104159.005,The Specialness Of The General Part Of The Criminal Law,book chapter,crossref:56
doi:10.1017/cbo9780511920707.010,Intellectual Influences,book chapter,crossref:56
doi:10.1016/b978-0-12-447602-8.50052-0,Responses Of Several Lines Of Rice And Date Palm Callus To Freezing At −196°C,book chapter,crossref:78
doi:10.1016/b978-0-444-81993-2.50166-9,Crystal Growth Of InGaAs By The Bridgman Method In Microgravity,book chapter,crossref:78
doi:10.5244/c.14.71,A Multiscale Method For The Reassembly Of Fragmented Objects,proceedings article,crossref:3205
doi:10.1017/cbo9781139162654.002,Introduction,book chapter,crossref:56
doi:10.1017/cbo9780511920806.010,Australia,book chapter,crossref:56
doi:10.1016/b978-0-444-81993-2.50145-1,Interfacial Free Energy Per Unit Area And Gravity: An Hypothesis,book chapter,crossref:78
doi:10.1016/b978-0-12-395721-4.50012-3,Peptide And Protein Synthesis. Protein Turnover,book chapter,crossref:78
doi:10.1016/b978-0-12-404505-7.50036-3,The Svedberg And The Reality Of Molecules,book chapter,crossref:78
doi:10.1016/b978-0-12-424301-9.50009-7,Development Of Angiosperm Seeds,book chapter,crossref:78
doi:10.1017/cbo9781139023870.008,Where Did All The Angels Go? An Interpretation Of The Nahua Supernatural World,book chapter,crossref:56
doi:10.1017/cbo9781139235976.006,The Real Museum Of Musical Works,book chapter,crossref:56
doi:10.1201/b11810-83,Advanced Manufacturing Techniques In Shipyards,book chapter,crossref:301
doi:10.1017/cbo9781139198431.005,Digestive System,book chapter,crossref:56
doi:10.5244/c.9.37,Smart Cars And Smart Roads.,proceedings article,crossref:3205
doi:10.1016/b978-0-444-85129-1.50005-x,The Theory Of High Energy Electron Diffraction,book chapter,crossref:78
doi:10.1016/b978-0-12-549902-6.50041-8,Applications Of Liquid Scintillation Counting To Radioimmunoassay,book chapter,crossref:78
doi:10.1007/978-1-4614-5360-4_26,Review Of REIT And MBS,book chapter,crossref:297
doi:10.1017/cbo9781139030397.006,Claiming theHemisphere,book chapter,crossref:56
doi:10.1016/b978-0-12-395594-4.50025-7,Adsorption Of Normal Alkanes On Hg: Experimental Check Of Gibbs Adsorption Equation And Theoretical Contact Potential,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00191-x,Vents,book chapter,crossref:78
doi:10.5244/c.15.59,Human Shape Estimation In A Multi-Camera Studio,proceedings article,crossref:3205
doi:10.1017/cbo9781139104159.010,Mental Disorder And Sexual Consent: Williamsand After,book chapter,crossref:56
doi:10.5244/c.12.30,A Colour Object Search Algorithm,proceedings article,crossref:3205
doi:10.1017/cbo9781139507073.008,Milton And Metaphor,book chapter,crossref:56
doi:10.5244/c.13.20,Texture Deconvolution For The Fourier-Based Analysis ofNon-Rectangular Regions,proceedings article,crossref:3205
doi:10.1017/cbo9781139151047.005,"The 1580S: Whitgift, Hatton And The High Commission",book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00412-3,Dynamic Global Vegetation Models,book chapter,crossref:78
doi:10.1016/b978-0-444-81991-8.50137-0,THE RELATIONSHIP BETWEEN MECHANICAL STRENGTH AND MICROSTRUCTURE OF Si3N4 CERAMICS,book chapter,crossref:78
doi:10.1016/b978-0-12-177401-1.50015-6,Spiny Lobsters: Patterns Of Movement,book chapter,crossref:78
doi:10.1016/b978-0-444-81993-2.50092-5,Small Point Defect Clusters In Copper,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00326-9,Impact Of Ecological Restoration On Ecosystem Services,book chapter,crossref:78
doi:10.1017/cbo9780511843716.014,Examining Emotion Perception And Elicitation Via Olfaction,book chapter,crossref:56
doi:10.1016/b978-0-12-395658-3.50030-7,The Synthesis Of Amino Acids By Organized Enzyme Systems,book chapter,crossref:78
doi:10.5244/c.14.60,Particular Forms Of Homography Matrices,proceedings article,crossref:3205
doi:10.1017/cbo9781139236034.005,Patterns Of Participation,book chapter,crossref:56
doi:10.1016/b978-0-12-447602-8.50027-1,Surface Labelling And Isolation Of Plasma Membrane From Suspension Culture Of Brdme Grass,book chapter,crossref:78
doi:10.1145/2433396.2433434,Personalizing Atypical Web Search Sessions,proceedings article,crossref:320
doi:10.1145/2433396.2433504,3Rd Workshop On Context-Awareness In Retrieval And Recommendation,proceedings article,crossref:320
doi:10.1016/b978-0-08-092602-5.50019-6,Dice: An Object-Oriented Programming Environment For Cooperative Engineering Design,book chapter,crossref:78
doi:10.1017/cbo9781139507073.005,Herbert Andmetanoia,book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00307-5,Aquaculture,book chapter,crossref:78
doi:10.1017/cbo9780511843716.029,Empathy From The Perspective Of Social Neuroscience,book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00235-5,El Niño And Biodiversity,book chapter,crossref:78
doi:10.1017/cbo9781139047203.010,Trace Metals And Other Minor Elements,book chapter,crossref:56
doi:10.1016/b978-0-12-267060-2.50020-1,Control Of Blood Carnitine And Carnitine Acyltransferases In The Perinatal Period,book chapter,crossref:78
doi:10.1017/upo9781844654420.007,Wittgenstein On Rule-Following,book chapter,crossref:56
doi:10.1016/b978-0-12-404502-6.50007-x,Anisotropic Crystal Growth By Nucleation Of Crystalline Embryos At Ice-Vapor Interfaces,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00401-9,Marine Viruses,book chapter,crossref:78
doi:10.5244/c.15.69,Data Driven Model Acquisition Using Minimum Description Length,proceedings article,crossref:3205
doi:10.1017/cbo9781139045612.009,Disparities In Incomes And Prices Internationally,book chapter,crossref:56
doi:10.1016/b978-0-444-81991-8.50063-7,Effect Of Lamellar Structure On Oxidation Behavior Of TiAl,book chapter,crossref:78
doi:10.1145/2433396.2433481,Learning Query And Document Similarities From Click-Through Bipartite Graph With Metadata,proceedings article,crossref:320
doi:10.1017/cbo9781139003872.003,"The Multi-Faceted, “Global” Cognitive Impairment Profile In Schizophrenia",book chapter,crossref:56
doi:10.1017/cbo9780511997778.008,Red Cell Alloimmunization,book chapter,crossref:56
doi:10.1017/cbo9781139343305.007,Chronology: Era,book chapter,crossref:56
doi:10.1017/cho9781139018456.021,Nineteenth-century British Critics Of Realism,book chapter,crossref:56
doi:10.1017/cbo9780511997778.020,Twin-to-twin Transfusion Syndrome,book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00013-7,Biogeochemical Cycles,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00116-7,Population Genetics,book chapter,crossref:78
doi:10.1016/b978-0-444-81991-8.50098-4,Enhanced Fracture Resistance Based On Micro-Pores In Ceramics,book chapter,crossref:78
doi:10.4018/978-1-61350-314-0.ch010,Cardmobili,book chapter,crossref:2432
doi:10.4018/978-1-61350-083-5.ch023,The Internet As The Public Sphere,book chapter,crossref:2432
doi:10.4095/131248,"Georgian Bay Geological Synthesis: Twelve Mile Bay To Port Severn, Grenville Province Of Ontario",report,crossref:2571
doi:10.1017/cbo9781139151047.008,"Out Of The Frying Pan, Into The Fire And Out Again",book chapter,crossref:56
doi:10.5244/c.16.66,Low Density Feature Point Matching For Articulated Pose Identification,proceedings article,crossref:3205
doi:10.1016/b978-0-12-290559-9.50005-3,Preface,book chapter,crossref:78
doi:10.1017/cbo9781139235662.029,Europeanisation Of Contract Law And The Proposed Common European Sales Law,book chapter,crossref:56
doi:10.1017/cbo9781139152396.010,What Next?,book chapter,crossref:56
doi:10.1016/b978-0-12-384719-5.00150-7,Arachnids,book chapter,crossref:78
doi:10.1016/b978-0-444-81993-2.50165-7,Effect Of Gravity On The Growth Of CdTe Films By Closed-Tube Vapor Phase Deposition,book chapter,crossref:78
doi:10.4018/978-1-61350-047-7.ch007,Similarity-Based Cluster Analysis For The Cell Formation Problem,book chapter,crossref:2432
doi:10.1016/b978-0-444-81991-8.50141-2,High Temperature Strength Of β′-o′-SIALONS,book chapter,crossref:78
doi:10.1016/b978-0-12-384719-5.00257-4,Endangered Ecosystems,book chapter,crossref:78
